x                        Q2                 y       z                  PhT^2              Mult         
0.0771 [0.0550-0.1000)    9.3 [7.0-16.0)   0.414   0.30 [0.30-0.40)   0.16 [0.14-0.17)   2.1688 +- 0.0645 +- 0.0903
0.0771 [0.0550-0.1000)    9.3 [7.0-16.0)   0.414   0.30 [0.30-0.40)   0.18 [0.17-0.20)   1.9568 +- 0.0673 +- 0.0939
0.0771 [0.0550-0.1000)    9.3 [7.0-16.0)   0.414   0.30 [0.30-0.40)   0.21 [0.20-0.23)   1.8257 +- 0.0549 +- 0.0933
0.0771 [0.0550-0.1000)    9.3 [7.0-16.0)   0.414   0.30 [0.30-0.40)   0.25 [0.23-0.27)   1.5903 +- 0.0483 +- 0.0952
0.0771 [0.0550-0.1000)    9.3 [7.0-16.0)   0.414   0.30 [0.30-0.40)   0.29 [0.27-0.30)   1.4295 +- 0.0533 +- 0.0969
0.0771 [0.0550-0.1000)    9.3 [7.0-16.0)   0.414   0.30 [0.30-0.40)   0.32 [0.30-0.35)   1.1966 +- 0.0373 +- 0.0998
0.0771 [0.0550-0.1000)    9.3 [7.0-16.0)   0.414   0.30 [0.30-0.40)   0.38 [0.35-0.40)   1.0987 +- 0.0369 +- 0.1003
0.0771 [0.0550-0.1000)    9.3 [7.0-16.0)   0.414   0.30 [0.30-0.40)   0.43 [0.40-0.46)   0.8814 +- 0.0295 +- 0.1041
0.0771 [0.0550-0.1000)    9.3 [7.0-16.0)   0.414   0.30 [0.30-0.40)   0.49 [0.46-0.52)   0.7645 +- 0.0277 +- 0.1067
0.0771 [0.0550-0.1000)    9.3 [7.0-16.0)   0.414   0.30 [0.30-0.40)   0.56 [0.52-0.60)   0.5860 +- 0.0215 +- 0.1100
0.0771 [0.0550-0.1000)    9.3 [7.0-16.0)   0.414   0.30 [0.30-0.40)   0.64 [0.60-0.68)   0.4668 +- 0.0187 +- 0.1148
0.0771 [0.0550-0.1000)    9.3 [7.0-16.0)   0.414   0.30 [0.30-0.40)   0.72 [0.68-0.76)   0.3347 +- 0.0161 +- 0.1208
0.0771 [0.0550-0.1000)    9.3 [7.0-16.0)   0.414   0.30 [0.30-0.40)   0.81 [0.76-0.87)   0.2700 +- 0.0118 +- 0.1228
0.0771 [0.0550-0.1000)    9.3 [7.0-16.0)   0.414   0.30 [0.30-0.40)   0.94 [0.87-1.00)   0.1881 +- 0.0096 +- 0.1286
0.0771 [0.0550-0.1000)    9.3 [7.0-16.0)   0.414   0.30 [0.30-0.40)   1.06 [1.00-1.12)   0.1499 +- 0.0084 +- 0.1364
0.0771 [0.0550-0.1000)    9.3 [7.0-16.0)   0.414   0.30 [0.30-0.40)   1.18 [1.12-1.24)   0.1182 +- 0.0078 +- 0.1431
0.0771 [0.0550-0.1000)    9.3 [7.0-16.0)   0.414   0.30 [0.30-0.40)   1.31 [1.24-1.38)   0.0799 +- 0.0054 +- 0.1513
0.0771 [0.0550-0.1000)    9.3 [7.0-16.0)   0.414   0.30 [0.30-0.40)   1.45 [1.38-1.52)   0.0687 +- 0.0051 +- 0.1597
0.0771 [0.0550-0.1000)    9.3 [7.0-16.0)   0.414   0.30 [0.30-0.40)   1.60 [1.52-1.68)   0.0435 +- 0.0037 +- 0.1671
0.0771 [0.0550-0.1000)    9.3 [7.0-16.0)   0.414   0.30 [0.30-0.40)   1.77 [1.68-1.85)   0.0339 +- 0.0033 +- 0.1785
0.0771 [0.0550-0.1000)    9.3 [7.0-16.0)   0.414   0.30 [0.30-0.40)   1.95 [1.85-2.05)   0.0257 +- 0.0025 +- 0.1873
0.0771 [0.0550-0.1000)    9.3 [7.0-16.0)   0.414   0.30 [0.30-0.40)   2.20 [2.05-2.35)   0.0209 +- 0.0020 +- 0.1992
0.0771 [0.0550-0.1000)    9.3 [7.0-16.0)   0.414   0.30 [0.30-0.40)   2.50 [2.35-2.65)   0.0133 +- 0.0018 +- 0.2241
0.0771 [0.0550-0.1000)    9.3 [7.0-16.0)   0.414   0.30 [0.30-0.40)   2.83 [2.65-3.00)   0.0105 +- 0.0013 +- 0.2353
0.1488 [0.1000-0.2100)    9.8 [7.0-16.0)   0.230   0.30 [0.30-0.40)   0.05 [0.04-0.06)   3.7359 +- 0.0772 +- 0.0862
0.1488 [0.1000-0.2100)    9.8 [7.0-16.0)   0.230   0.30 [0.30-0.40)   0.07 [0.06-0.08)   3.5740 +- 0.0762 +- 0.0872
0.1488 [0.1000-0.2100)    9.8 [7.0-16.0)   0.230   0.30 [0.30-0.40)   0.09 [0.08-0.10)   3.2404 +- 0.0717 +- 0.0889
0.1488 [0.1000-0.2100)    9.8 [7.0-16.0)   0.230   0.30 [0.30-0.40)   0.11 [0.10-0.12)   3.0474 +- 0.0695 +- 0.0898
0.1488 [0.1000-0.2100)    9.8 [7.0-16.0)   0.230   0.30 [0.30-0.40)   0.13 [0.12-0.14)   2.8344 +- 0.0680 +- 0.0911
0.1488 [0.1000-0.2100)    9.8 [7.0-16.0)   0.230   0.30 [0.30-0.40)   0.16 [0.14-0.17)   2.5425 +- 0.0520 +- 0.0924
0.1488 [0.1000-0.2100)    9.8 [7.0-16.0)   0.230   0.30 [0.30-0.40)   0.18 [0.17-0.20)   2.3134 +- 0.0533 +- 0.0939
0.1488 [0.1000-0.2100)    9.8 [7.0-16.0)   0.230   0.30 [0.30-0.40)   0.21 [0.20-0.23)   2.0457 +- 0.0440 +- 0.0963
0.1488 [0.1000-0.2100)    9.8 [7.0-16.0)   0.230   0.30 [0.30-0.40)   0.25 [0.23-0.27)   1.7786 +- 0.0387 +- 0.0979
0.1488 [0.1000-0.2100)    9.8 [7.0-16.0)   0.230   0.30 [0.30-0.40)   0.29 [0.27-0.30)   1.5613 +- 0.0421 +- 0.1012
0.1488 [0.1000-0.2100)    9.8 [7.0-16.0)   0.230   0.30 [0.30-0.40)   0.32 [0.30-0.35)   1.3341 +- 0.0302 +- 0.1033
0.1488 [0.1000-0.2100)    9.8 [7.0-16.0)   0.230   0.30 [0.30-0.40)   0.38 [0.35-0.40)   1.1210 +- 0.0274 +- 0.1067
0.1488 [0.1000-0.2100)    9.8 [7.0-16.0)   0.230   0.30 [0.30-0.40)   0.43 [0.40-0.46)   0.9355 +- 0.0233 +- 0.1105
0.1488 [0.1000-0.2100)    9.8 [7.0-16.0)   0.230   0.30 [0.30-0.40)   0.49 [0.46-0.52)   0.7425 +- 0.0209 +- 0.1151
0.1488 [0.1000-0.2100)    9.8 [7.0-16.0)   0.230   0.30 [0.30-0.40)   0.56 [0.52-0.60)   0.6091 +- 0.0164 +- 0.1188
0.1488 [0.1000-0.2100)    9.8 [7.0-16.0)   0.230   0.30 [0.30-0.40)   0.64 [0.60-0.68)   0.4524 +- 0.0142 +- 0.1245
0.1488 [0.1000-0.2100)    9.8 [7.0-16.0)   0.230   0.30 [0.30-0.40)   0.72 [0.68-0.76)   0.3184 +- 0.0121 +- 0.1310
0.1488 [0.1000-0.2100)    9.8 [7.0-16.0)   0.230   0.30 [0.30-0.40)   0.81 [0.76-0.87)   0.2553 +- 0.0092 +- 0.1376
0.1488 [0.1000-0.2100)    9.8 [7.0-16.0)   0.230   0.30 [0.30-0.40)   0.94 [0.87-1.00)   0.1794 +- 0.0071 +- 0.1460
0.1488 [0.1000-0.2100)    9.8 [7.0-16.0)   0.230   0.30 [0.30-0.40)   1.06 [1.00-1.12)   0.1275 +- 0.0062 +- 0.1561
0.1488 [0.1000-0.2100)    9.8 [7.0-16.0)   0.230   0.30 [0.30-0.40)   1.18 [1.12-1.24)   0.0785 +- 0.0048 +- 0.1656
0.1488 [0.1000-0.2100)    9.8 [7.0-16.0)   0.230   0.30 [0.30-0.40)   1.31 [1.24-1.38)   0.0646 +- 0.0041 +- 0.1767
0.1488 [0.1000-0.2100)    9.8 [7.0-16.0)   0.230   0.30 [0.30-0.40)   1.45 [1.38-1.52)   0.0408 +- 0.0030 +- 0.1912
0.1488 [0.1000-0.2100)    9.8 [7.0-16.0)   0.230   0.30 [0.30-0.40)   1.60 [1.52-1.68)   0.0336 +- 0.0027 +- 0.1982
0.1488 [0.1000-0.2100)    9.8 [7.0-16.0)   0.230   0.30 [0.30-0.40)   1.77 [1.68-1.85)   0.0216 +- 0.0020 +- 0.2223
0.1488 [0.1000-0.2100)    9.8 [7.0-16.0)   0.230   0.30 [0.30-0.40)   1.95 [1.85-2.05)   0.0162 +- 0.0016 +- 0.2271
0.1488 [0.1000-0.2100)    9.8 [7.0-16.0)   0.230   0.30 [0.30-0.40)   2.20 [2.05-2.35)   0.0105 +- 0.0011 +- 0.2449
0.1488 [0.1000-0.2100)    9.8 [7.0-16.0)   0.230   0.30 [0.30-0.40)   2.50 [2.35-2.65)   0.0069 +- 0.0009 +- 0.2728
0.1488 [0.1000-0.2100)    9.8 [7.0-16.0)   0.230   0.30 [0.30-0.40)   2.83 [2.65-3.00)   0.0039 +- 0.0006 +- 0.3131
0.2544 [0.2100-0.4000)   11.0 [7.0-16.0)   0.146   0.30 [0.30-0.40)   0.05 [0.04-0.06)   4.2471 +- 0.1380 +- 0.0783
0.2544 [0.2100-0.4000)   11.0 [7.0-16.0)   0.146   0.30 [0.30-0.40)   0.07 [0.06-0.08)   4.1031 +- 0.1314 +- 0.0799
0.2544 [0.2100-0.4000)   11.0 [7.0-16.0)   0.146   0.30 [0.30-0.40)   0.09 [0.08-0.10)   3.5444 +- 0.1212 +- 0.0804
0.2544 [0.2100-0.4000)   11.0 [7.0-16.0)   0.146   0.30 [0.30-0.40)   0.11 [0.10-0.12)   3.3099 +- 0.1198 +- 0.0817
0.2544 [0.2100-0.4000)   11.0 [7.0-16.0)   0.146   0.30 [0.30-0.40)   0.13 [0.12-0.14)   3.0542 +- 0.1148 +- 0.0827
0.2544 [0.2100-0.4000)   11.0 [7.0-16.0)   0.146   0.30 [0.30-0.40)   0.16 [0.14-0.17)   2.6583 +- 0.0865 +- 0.0832
0.2544 [0.2100-0.4000)   11.0 [7.0-16.0)   0.146   0.30 [0.30-0.40)   0.18 [0.17-0.20)   2.5093 +- 0.0903 +- 0.0851
0.2544 [0.2100-0.4000)   11.0 [7.0-16.0)   0.146   0.30 [0.30-0.40)   0.21 [0.20-0.23)   2.2525 +- 0.0771 +- 0.0855
0.2544 [0.2100-0.4000)   11.0 [7.0-16.0)   0.146   0.30 [0.30-0.40)   0.25 [0.23-0.27)   1.9236 +- 0.0655 +- 0.0871
0.2544 [0.2100-0.4000)   11.0 [7.0-16.0)   0.146   0.30 [0.30-0.40)   0.29 [0.27-0.30)   1.5565 +- 0.0682 +- 0.0910
0.2544 [0.2100-0.4000)   11.0 [7.0-16.0)   0.146   0.30 [0.30-0.40)   0.32 [0.30-0.35)   1.3224 +- 0.0486 +- 0.0916
0.2544 [0.2100-0.4000)   11.0 [7.0-16.0)   0.146   0.30 [0.30-0.40)   0.38 [0.35-0.40)   1.0770 +- 0.0445 +- 0.0950
0.2544 [0.2100-0.4000)   11.0 [7.0-16.0)   0.146   0.30 [0.30-0.40)   0.43 [0.40-0.46)   0.8415 +- 0.0358 +- 0.0983
0.2544 [0.2100-0.4000)   11.0 [7.0-16.0)   0.146   0.30 [0.30-0.40)   0.49 [0.46-0.52)   0.6806 +- 0.0331 +- 0.1017
0.2544 [0.2100-0.4000)   11.0 [7.0-16.0)   0.146   0.30 [0.30-0.40)   0.56 [0.52-0.60)   0.5027 +- 0.0246 +- 0.1047
0.2544 [0.2100-0.4000)   11.0 [7.0-16.0)   0.146   0.30 [0.30-0.40)   0.64 [0.60-0.68)   0.3655 +- 0.0211 +- 0.1113
0.2544 [0.2100-0.4000)   11.0 [7.0-16.0)   0.146   0.30 [0.30-0.40)   0.72 [0.68-0.76)   0.2462 +- 0.0174 +- 0.1179
0.2544 [0.2100-0.4000)   11.0 [7.0-16.0)   0.146   0.30 [0.30-0.40)   0.81 [0.76-0.87)   0.1878 +- 0.0139 +- 0.1247
0.2544 [0.2100-0.4000)   11.0 [7.0-16.0)   0.146   0.30 [0.30-0.40)   0.94 [0.87-1.00)   0.1291 +- 0.0106 +- 0.1317
0.2544 [0.2100-0.4000)   11.0 [7.0-16.0)   0.146   0.30 [0.30-0.40)   1.06 [1.00-1.12)   0.0804 +- 0.0088 +- 0.1466
0.2544 [0.2100-0.4000)   11.0 [7.0-16.0)   0.146   0.30 [0.30-0.40)   1.18 [1.12-1.24)   0.0558 +- 0.0068 +- 0.1567
0.2544 [0.2100-0.4000)   11.0 [7.0-16.0)   0.146   0.30 [0.30-0.40)   1.31 [1.24-1.38)   0.0294 +- 0.0050 +- 0.1820
0.2544 [0.2100-0.4000)   11.0 [7.0-16.0)   0.146   0.30 [0.30-0.40)   1.45 [1.38-1.52)   0.0296 +- 0.0047 +- 0.1843
0.2544 [0.2100-0.4000)   11.0 [7.0-16.0)   0.146   0.30 [0.30-0.40)   1.60 [1.52-1.68)   0.0183 +- 0.0042 +- 0.2217
0.2544 [0.2100-0.4000)   11.0 [7.0-16.0)   0.146   0.30 [0.30-0.40)   1.77 [1.68-1.85)   0.0135 +- 0.0029 +- 0.2349
0.2544 [0.2100-0.4000)   11.0 [7.0-16.0)   0.146   0.30 [0.30-0.40)   1.95 [1.85-2.05)   0.0071 +- 0.0020 +- 0.2618
0.2544 [0.2100-0.4000)   11.0 [7.0-16.0)   0.146   0.30 [0.30-0.40)   2.20 [2.05-2.35)   0.0050 +- 0.0014 +- 0.2692
0.2544 [0.2100-0.4000)   11.0 [7.0-16.0)   0.146   0.30 [0.30-0.40)   2.50 [2.35-2.65)   0.0022 +- 0.0009 +- 0.3571
0.2544 [0.2100-0.4000)   11.0 [7.0-16.0)   0.146   0.30 [0.30-0.40)   2.83 [2.65-3.00)   0.0012 +- 0.0007 +- 0.4394
0.0170 [0.0130-0.0200)    3.5 [3.0-7.0)   0.695   0.30 [0.30-0.40)   0.03 [0.02-0.04)   2.8532 +- 0.1210 +- 0.0711
0.0170 [0.0130-0.0200)    3.5 [3.0-7.0)   0.695   0.30 [0.30-0.40)   0.05 [0.04-0.06)   2.6014 +- 0.1155 +- 0.0723
0.0170 [0.0130-0.0200)    3.5 [3.0-7.0)   0.695   0.30 [0.30-0.40)   0.07 [0.06-0.08)   2.6049 +- 0.1129 +- 0.0721
0.0170 [0.0130-0.0200)    3.5 [3.0-7.0)   0.695   0.30 [0.30-0.40)   0.09 [0.08-0.10)   2.2271 +- 0.1089 +- 0.0745
0.0170 [0.0130-0.0200)    3.5 [3.0-7.0)   0.695   0.30 [0.30-0.40)   0.11 [0.10-0.12)   2.0748 +- 0.1027 +- 0.0752
0.0170 [0.0130-0.0200)    3.5 [3.0-7.0)   0.695   0.30 [0.30-0.40)   0.13 [0.12-0.14)   1.9888 +- 0.1017 +- 0.0759
0.0170 [0.0130-0.0200)    3.5 [3.0-7.0)   0.695   0.30 [0.30-0.40)   0.16 [0.14-0.17)   1.8541 +- 0.0772 +- 0.0737
0.0170 [0.0130-0.0200)    3.5 [3.0-7.0)   0.695   0.30 [0.30-0.40)   0.18 [0.17-0.20)   1.6173 +- 0.0771 +- 0.0757
0.0170 [0.0130-0.0200)    3.5 [3.0-7.0)   0.695   0.30 [0.30-0.40)   0.21 [0.20-0.23)   1.4455 +- 0.0656 +- 0.0750
0.0170 [0.0130-0.0200)    3.5 [3.0-7.0)   0.695   0.30 [0.30-0.40)   0.25 [0.23-0.27)   1.3502 +- 0.0597 +- 0.0752
0.0170 [0.0130-0.0200)    3.5 [3.0-7.0)   0.695   0.30 [0.30-0.40)   0.29 [0.27-0.30)   1.1550 +- 0.0597 +- 0.0776
0.0170 [0.0130-0.0200)    3.5 [3.0-7.0)   0.695   0.30 [0.30-0.40)   0.32 [0.30-0.35)   0.9869 +- 0.0446 +- 0.0763
0.0170 [0.0130-0.0200)    3.5 [3.0-7.0)   0.695   0.30 [0.30-0.40)   0.38 [0.35-0.40)   0.8675 +- 0.0409 +- 0.0774
0.0170 [0.0130-0.0200)    3.5 [3.0-7.0)   0.695   0.30 [0.30-0.40)   0.43 [0.40-0.46)   0.6870 +- 0.0334 +- 0.0787
0.0170 [0.0130-0.0200)    3.5 [3.0-7.0)   0.695   0.30 [0.30-0.40)   0.49 [0.46-0.52)   0.6433 +- 0.0329 +- 0.0810
0.0170 [0.0130-0.0200)    3.5 [3.0-7.0)   0.695   0.30 [0.30-0.40)   0.56 [0.52-0.60)   0.4339 +- 0.0235 +- 0.0836
0.0170 [0.0130-0.0200)    3.5 [3.0-7.0)   0.695   0.30 [0.30-0.40)   0.64 [0.60-0.68)   0.3659 +- 0.0212 +- 0.0852
0.0170 [0.0130-0.0200)    3.5 [3.0-7.0)   0.695   0.30 [0.30-0.40)   0.72 [0.68-0.76)   0.2994 +- 0.0186 +- 0.0876
0.0170 [0.0130-0.0200)    3.5 [3.0-7.0)   0.695   0.30 [0.30-0.40)   0.81 [0.76-0.87)   0.2342 +- 0.0142 +- 0.0895
0.0170 [0.0130-0.0200)    3.5 [3.0-7.0)   0.695   0.30 [0.30-0.40)   0.94 [0.87-1.00)   0.1734 +- 0.0112 +- 0.0928
0.0170 [0.0130-0.0200)    3.5 [3.0-7.0)   0.695   0.30 [0.30-0.40)   1.06 [1.00-1.12)   0.1329 +- 0.0101 +- 0.1006
0.0170 [0.0130-0.0200)    3.5 [3.0-7.0)   0.695   0.30 [0.30-0.40)   1.18 [1.12-1.24)   0.0989 +- 0.0089 +- 0.1064
0.0170 [0.0130-0.0200)    3.5 [3.0-7.0)   0.695   0.30 [0.30-0.40)   1.31 [1.24-1.38)   0.0682 +- 0.0064 +- 0.1091
0.0170 [0.0130-0.0200)    3.5 [3.0-7.0)   0.695   0.30 [0.30-0.40)   1.45 [1.38-1.52)   0.0541 +- 0.0058 +- 0.1185
0.0170 [0.0130-0.0200)    3.5 [3.0-7.0)   0.695   0.30 [0.30-0.40)   1.60 [1.52-1.68)   0.0470 +- 0.0054 +- 0.1227
0.0170 [0.0130-0.0200)    3.5 [3.0-7.0)   0.695   0.30 [0.30-0.40)   1.77 [1.68-1.85)   0.0311 +- 0.0038 +- 0.1285
0.0170 [0.0130-0.0200)    3.5 [3.0-7.0)   0.695   0.30 [0.30-0.40)   1.95 [1.85-2.05)   0.0208 +- 0.0027 +- 0.1373
0.0170 [0.0130-0.0200)    3.5 [3.0-7.0)   0.695   0.30 [0.30-0.40)   2.20 [2.05-2.35)   0.0165 +- 0.0022 +- 0.1448
0.0170 [0.0130-0.0200)    3.5 [3.0-7.0)   0.695   0.30 [0.30-0.40)   2.50 [2.35-2.65)   0.0123 +- 0.0019 +- 0.1557
0.0170 [0.0130-0.0200)    3.5 [3.0-7.0)   0.695   0.30 [0.30-0.40)   2.83 [2.65-3.00)   0.0098 +- 0.0016 +- 0.1636
0.0260 [0.0200-0.0320)    4.1 [3.0-7.0)   0.534   0.30 [0.30-0.40)   0.03 [0.02-0.04)   2.8779 +- 0.0751 +- 0.0797
0.0260 [0.0200-0.0320)    4.1 [3.0-7.0)   0.534   0.30 [0.30-0.40)   0.05 [0.04-0.06)   2.7612 +- 0.0737 +- 0.0797
0.0260 [0.0200-0.0320)    4.1 [3.0-7.0)   0.534   0.30 [0.30-0.40)   0.07 [0.06-0.08)   2.5736 +- 0.0705 +- 0.0802
0.0260 [0.0200-0.0320)    4.1 [3.0-7.0)   0.534   0.30 [0.30-0.40)   0.09 [0.08-0.10)   2.4395 +- 0.0703 +- 0.0806
0.0260 [0.0200-0.0320)    4.1 [3.0-7.0)   0.534   0.30 [0.30-0.40)   0.11 [0.10-0.12)   2.3588 +- 0.0700 +- 0.0813
0.0260 [0.0200-0.0320)    4.1 [3.0-7.0)   0.534   0.30 [0.30-0.40)   0.13 [0.12-0.14)   2.1490 +- 0.0643 +- 0.0811
0.0260 [0.0200-0.0320)    4.1 [3.0-7.0)   0.534   0.30 [0.30-0.40)   0.16 [0.14-0.17)   2.0044 +- 0.0527 +- 0.0810
0.0260 [0.0200-0.0320)    4.1 [3.0-7.0)   0.534   0.30 [0.30-0.40)   0.18 [0.17-0.20)   1.7715 +- 0.0530 +- 0.0822
0.0260 [0.0200-0.0320)    4.1 [3.0-7.0)   0.534   0.30 [0.30-0.40)   0.21 [0.20-0.23)   1.5457 +- 0.0431 +- 0.0818
0.0260 [0.0200-0.0320)    4.1 [3.0-7.0)   0.534   0.30 [0.30-0.40)   0.25 [0.23-0.27)   1.4699 +- 0.0392 +- 0.0821
0.0260 [0.0200-0.0320)    4.1 [3.0-7.0)   0.534   0.30 [0.30-0.40)   0.29 [0.27-0.30)   1.3394 +- 0.0429 +- 0.0833
0.0260 [0.0200-0.0320)    4.1 [3.0-7.0)   0.534   0.30 [0.30-0.40)   0.32 [0.30-0.35)   1.1420 +- 0.0319 +- 0.0830
0.0260 [0.0200-0.0320)    4.1 [3.0-7.0)   0.534   0.30 [0.30-0.40)   0.38 [0.35-0.40)   0.9110 +- 0.0274 +- 0.0835
0.0260 [0.0200-0.0320)    4.1 [3.0-7.0)   0.534   0.30 [0.30-0.40)   0.43 [0.40-0.46)   0.7900 +- 0.0231 +- 0.0841
0.0260 [0.0200-0.0320)    4.1 [3.0-7.0)   0.534   0.30 [0.30-0.40)   0.49 [0.46-0.52)   0.6407 +- 0.0206 +- 0.0851
0.0260 [0.0200-0.0320)    4.1 [3.0-7.0)   0.534   0.30 [0.30-0.40)   0.56 [0.52-0.60)   0.4984 +- 0.0154 +- 0.0860
0.0260 [0.0200-0.0320)    4.1 [3.0-7.0)   0.534   0.30 [0.30-0.40)   0.64 [0.60-0.68)   0.4031 +- 0.0141 +- 0.0876
0.0260 [0.0200-0.0320)    4.1 [3.0-7.0)   0.534   0.30 [0.30-0.40)   0.72 [0.68-0.76)   0.3150 +- 0.0125 +- 0.0895
0.0260 [0.0200-0.0320)    4.1 [3.0-7.0)   0.534   0.30 [0.30-0.40)   0.81 [0.76-0.87)   0.2333 +- 0.0093 +- 0.0912
0.0260 [0.0200-0.0320)    4.1 [3.0-7.0)   0.534   0.30 [0.30-0.40)   0.94 [0.87-1.00)   0.1788 +- 0.0074 +- 0.0920
0.0260 [0.0200-0.0320)    4.1 [3.0-7.0)   0.534   0.30 [0.30-0.40)   1.06 [1.00-1.12)   0.1323 +- 0.0067 +- 0.0962
0.0260 [0.0200-0.0320)    4.1 [3.0-7.0)   0.534   0.30 [0.30-0.40)   1.18 [1.12-1.24)   0.1093 +- 0.0061 +- 0.0989
0.0260 [0.0200-0.0320)    4.1 [3.0-7.0)   0.534   0.30 [0.30-0.40)   1.31 [1.24-1.38)   0.0711 +- 0.0043 +- 0.1013
0.0260 [0.0200-0.0320)    4.1 [3.0-7.0)   0.534   0.30 [0.30-0.40)   1.45 [1.38-1.52)   0.0590 +- 0.0042 +- 0.1063
0.0260 [0.0200-0.0320)    4.1 [3.0-7.0)   0.534   0.30 [0.30-0.40)   1.60 [1.52-1.68)   0.0415 +- 0.0031 +- 0.1096
0.0260 [0.0200-0.0320)    4.1 [3.0-7.0)   0.534   0.30 [0.30-0.40)   1.77 [1.68-1.85)   0.0346 +- 0.0026 +- 0.1117
0.0260 [0.0200-0.0320)    4.1 [3.0-7.0)   0.534   0.30 [0.30-0.40)   1.95 [1.85-2.05)   0.0218 +- 0.0018 +- 0.1190
0.0260 [0.0200-0.0320)    4.1 [3.0-7.0)   0.534   0.30 [0.30-0.40)   2.20 [2.05-2.35)   0.0175 +- 0.0014 +- 0.1200
0.0260 [0.0200-0.0320)    4.1 [3.0-7.0)   0.534   0.30 [0.30-0.40)   2.50 [2.35-2.65)   0.0108 +- 0.0011 +- 0.1342
0.0260 [0.0200-0.0320)    4.1 [3.0-7.0)   0.534   0.30 [0.30-0.40)   2.83 [2.65-3.00)   0.0085 +- 0.0009 +- 0.1342
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.30 [0.30-0.40)   0.07 [0.06-0.08)   3.0313 +- 0.0612 +- 0.0830
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.30 [0.30-0.40)   0.09 [0.08-0.10)   2.6736 +- 0.0563 +- 0.0839
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.30 [0.30-0.40)   0.11 [0.10-0.12)   2.6507 +- 0.0565 +- 0.0837
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.30 [0.30-0.40)   0.13 [0.12-0.14)   2.4495 +- 0.0554 +- 0.0848
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.30 [0.30-0.40)   0.16 [0.14-0.17)   2.2588 +- 0.0435 +- 0.0847
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.30 [0.30-0.40)   0.18 [0.17-0.20)   1.9721 +- 0.0433 +- 0.0862
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.30 [0.30-0.40)   0.21 [0.20-0.23)   1.8208 +- 0.0361 +- 0.0863
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.30 [0.30-0.40)   0.25 [0.23-0.27)   1.6523 +- 0.0322 +- 0.0876
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.30 [0.30-0.40)   0.29 [0.27-0.30)   1.3913 +- 0.0343 +- 0.0890
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.30 [0.30-0.40)   0.32 [0.30-0.35)   1.2441 +- 0.0248 +- 0.0892
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.30 [0.30-0.40)   0.38 [0.35-0.40)   1.0139 +- 0.0221 +- 0.0910
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.30 [0.30-0.40)   0.43 [0.40-0.46)   0.8301 +- 0.0185 +- 0.0922
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.30 [0.30-0.40)   0.49 [0.46-0.52)   0.6756 +- 0.0166 +- 0.0941
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.30 [0.30-0.40)   0.56 [0.52-0.60)   0.5561 +- 0.0132 +- 0.0964
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.30 [0.30-0.40)   0.64 [0.60-0.68)   0.4333 +- 0.0119 +- 0.0988
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.30 [0.30-0.40)   0.72 [0.68-0.76)   0.3247 +- 0.0100 +- 0.1015
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.30 [0.30-0.40)   0.81 [0.76-0.87)   0.2509 +- 0.0076 +- 0.1033
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.30 [0.30-0.40)   0.94 [0.87-1.00)   0.1787 +- 0.0058 +- 0.1080
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.30 [0.30-0.40)   1.06 [1.00-1.12)   0.1194 +- 0.0048 +- 0.1120
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.30 [0.30-0.40)   1.18 [1.12-1.24)   0.0932 +- 0.0042 +- 0.1165
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.30 [0.30-0.40)   1.31 [1.24-1.38)   0.0692 +- 0.0033 +- 0.1203
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.30 [0.30-0.40)   1.45 [1.38-1.52)   0.0526 +- 0.0029 +- 0.1256
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.30 [0.30-0.40)   1.60 [1.52-1.68)   0.0368 +- 0.0022 +- 0.1313
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.30 [0.30-0.40)   1.77 [1.68-1.85)   0.0263 +- 0.0017 +- 0.1373
